node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
SCN5A	KCNE1	4448544	4440773	9606.ENSP00000410257	9606.ENSP00000337255	0	0	0	0	0.061	0	0	0.864	0.867
RYR2	PRKACA	4442696	4438521	9606.ENSP00000355533	9606.ENSP00000309591	0	0	0	0	0.063	0.342	0.8	0.05	0.867
AR	GAPDH	4444436	4433451	9606.ENSP00000363822	9606.ENSP00000229239	0	0	0	0	0	0.384	0	0.793	0.867
PKIA	PRKACB	4446547	4443602	9606.ENSP00000379696	9606.ENSP00000359719	0	0	0	0	0.077	0.859	0	0.056	0.866
INS	SRC	4446661	4444215	9606.ENSP00000380432	9606.ENSP00000362680	0	0	0	0	0	0.262	0	0.826	0.866
CALM1	CAV1	4441930	4440933	9606.ENSP00000349467	9606.ENSP00000339191	0	0	0	0	0	0	0.8	0.358	0.866
XPO1	TP53	4447170	4435880	9606.ENSP00000384863	9606.ENSP00000269305	0	0	0	0	0.063	0.379	0	0.788	0.866
PIK3CD	SRC	4444876	4444215	9606.ENSP00000366563	9606.ENSP00000362680	0	0	0	0	0.058	0.124	0.8	0.289	0.866
MTOR	SIRT1	4442490	4432849	9606.ENSP00000354558	9606.ENSP00000212015	0	0	0	0	0.061	0.386	0	0.787	0.866
GRIN1	CALM3	4443769	4436903	9606.ENSP00000360608	9606.ENSP00000291295	0	0	0	0	0.116	0.796	0	0.315	0.865
CACNA1A	CALM3	4442347	4436903	9606.ENSP00000353362	9606.ENSP00000291295	0	0	0	0	0.061	0.806	0	0.32	0.865
KCNA3	KCNN4	4443386	4435156	9606.ENSP00000358784	9606.ENSP00000262888	0	0	0	0	0.065	0	0	0.862	0.865
NOS1	CAMK2A	4451263	4446806	9606.ENSP00000477999	9606.ENSP00000381412	0	0	0	0	0.095	0.305	0.8	0.057	0.865
RPL13A	MRPL11	4445957	4438456	9606.ENSP00000375730	9606.ENSP00000308897	0.16	0	0	0	0.518	0.556	0	0.341	0.865
TTN	MYH1	4450840	4433356	9606.ENSP00000467141	9606.ENSP00000226207	0	0	0	0	0.168	0.193	0.54	0.611	0.864
ELAVL1	TP53	4447216	4435880	9606.ENSP00000385269	9606.ENSP00000269305	0	0	0	0	0.061	0.379	0	0.786	0.864
PRPF40B	CDC5L	4450249	4443756	9606.ENSP00000448073	9606.ENSP00000360532	0	0	0	0	0.094	0.809	0	0.277	0.864
CTNNB1	PRKACA	4441426	4438521	9606.ENSP00000344456	9606.ENSP00000309591	0	0	0	0	0.063	0.305	0.8	0.085	0.864
WEE1	CDC25B	4448214	4433958	9606.ENSP00000402084	9606.ENSP00000245960	0	0	0	0	0.064	0.412	0	0.771	0.863
ACTB	CTNNA1	4441991	4438066	9606.ENSP00000349960	9606.ENSP00000304669	0	0	0	0	0.061	0.185	0.8	0.21	0.863
CSRP3	MYOZ2	4449603	4438276	9606.ENSP00000431813	9606.ENSP00000306997	0	0	0	0	0.595	0	0	0.676	0.863
PIK3CD	MTOR	4444876	4442490	9606.ENSP00000366563	9606.ENSP00000354558	0	0	0	0.543	0.061	0.186	0.8	0.419	0.863
ACVR1B	FKBP1A	4450048	4446979	9606.ENSP00000442656	9606.ENSP00000383003	0	0	0	0	0	0.825	0	0.249	0.863
CALM1	KCNH1	4441930	4435993	9606.ENSP00000349467	9606.ENSP00000271751	0	0	0	0	0.099	0.828	0	0.189	0.863
ADAM17	ADAM10	4438549	4434780	9606.ENSP00000309968	9606.ENSP00000260408	0	0	0	0.69	0.062	0	0.8	0.968	0.863
ATP2A1	TNNT3	4441948	4436281	9606.ENSP00000349595	9606.ENSP00000278317	0	0	0	0	0.661	0	0	0.612	0.863
CREBBP	SIRT1	4435065	4432849	9606.ENSP00000262367	9606.ENSP00000212015	0	0	0	0	0.064	0.565	0	0.69	0.863
IRS1	SIRT1	4438085	4432849	9606.ENSP00000304895	9606.ENSP00000212015	0	0	0	0	0.061	0.472	0	0.744	0.862
GRIN2B	PRKACB	4451206	4443602	9606.ENSP00000477455	9606.ENSP00000359719	0	0	0	0	0.062	0.161	0.8	0.23	0.862
MEF2C	TBX5	4441087	4438546	9606.ENSP00000340874	9606.ENSP00000309913	0	0	0	0	0	0.054	0	0.86	0.862
RBL1	RB1	4444239	4435747	9606.ENSP00000362768	9606.ENSP00000267163	0	0	0	0.649	0.061	0	0.8	0.854	0.862
SMAD2	CDH1	4435021	4434944	9606.ENSP00000262160	9606.ENSP00000261769	0	0	0	0	0	0.064	0	0.858	0.862
ATF3	TP53	4441415	4435880	9606.ENSP00000344352	9606.ENSP00000269305	0	0	0	0	0	0.379	0	0.787	0.862
LDB3	MYL1	4448174	4438311	9606.ENSP00000401437	9606.ENSP00000307280	0	0	0	0	0.815	0	0	0.281	0.862
RPL13A	MRPL15	4445957	4434745	9606.ENSP00000375730	9606.ENSP00000260102	0.167	0	0	0	0.492	0.556	0	0.348	0.861
CAMK2B	RYR2	4446447	4442696	9606.ENSP00000379098	9606.ENSP00000355533	0	0	0	0	0.137	0.097	0.8	0.217	0.861
HRAS	PIK3R3	4448459	4435132	9606.ENSP00000407586	9606.ENSP00000262741	0	0	0	0	0	0.071	0.8	0.312	0.861
ATP2B4	CALM1	4442031	4441930	9606.ENSP00000350310	9606.ENSP00000349467	0	0	0	0	0	0.769	0	0.423	0.861
E2F1	MYBL2	4441534	4432993	9606.ENSP00000345571	9606.ENSP00000217026	0	0	0	0	0.545	0.433	0	0.504	0.861
CDKN2A	CDC45	4448997	4448376	9606.ENSP00000418915	9606.ENSP00000405726	0	0	0	0	0.067	0.829	0	0.194	0.86
KCNQ2	KCNJ2	4442208	4433856	9606.ENSP00000352035	9606.ENSP00000243457	0	0	0	0	0	0	0.8	0.33	0.86
SNTB1	SGCB	4446427	4445549	9606.ENSP00000378965	9606.ENSP00000370839	0	0	0	0	0	0	0.72	0.521	0.86
DLG4	CALM3	4446924	4436903	9606.ENSP00000382428	9606.ENSP00000291295	0	0	0	0	0.116	0.769	0	0.373	0.86
CASP3	GAPDH	4438651	4433451	9606.ENSP00000311032	9606.ENSP00000229239	0	0	0	0	0	0	0	0.86	0.86
FYN	CAV2	4441647	4433246	9606.ENSP00000346671	9606.ENSP00000222693	0	0	0	0	0.063	0.057	0.8	0.301	0.86
SCN5A	KCNJ2	4448544	4433856	9606.ENSP00000410257	9606.ENSP00000243457	0	0	0	0	0	0.261	0	0.818	0.86
CKS2	CDKN1B	4444630	4433436	9606.ENSP00000364976	9606.ENSP00000228872	0	0	0	0	0.061	0.817	0	0.25	0.86
PTEN	CDH1	4443848	4434944	9606.ENSP00000361021	9606.ENSP00000261769	0	0	0	0	0	0.313	0	0.802	0.859
SCN9A	SCN8A	4447360	4441631	9606.ENSP00000386306	9606.ENSP00000346534	0	0	0	0.974	0.062	0.779	0.36	0.891	0.859
NOS1	MAPK1	4451263	4432880	9606.ENSP00000477999	9606.ENSP00000215832	0	0	0	0	0.05	0	0.8	0.319	0.859
MAPK8	MTOR	4446429	4442490	9606.ENSP00000378974	9606.ENSP00000354558	0	0	0	0	0.05	0.305	0	0.803	0.859
MYH6	MYL7	4447300	4433281	9606.ENSP00000386041	9606.ENSP00000223364	0	0	0	0	0.283	0.265	0	0.754	0.859
SCN1B	TRPM4	4447950	4434258	9606.ENSP00000396915	9606.ENSP00000252826	0	0	0	0	0	0	0.72	0.52	0.859
ILF3	SNRPD2	4448304	4441252	9606.ENSP00000404121	9606.ENSP00000342374	0	0	0	0	0.859	0	0	0.041	0.859
ATP1A2	SCN1A	4442474	4437975	9606.ENSP00000354490	9606.ENSP00000303540	0	0	0	0	0.207	0.176	0	0.8	0.858
NUP98	KPNB1	4439036	4436840	9606.ENSP00000316032	9606.ENSP00000290158	0	0	0	0	0.126	0.542	0	0.674	0.858
U2AF2	RBM25	4438366	4434986	9606.ENSP00000307863	9606.ENSP00000261973	0	0	0	0	0.348	0.341	0	0.696	0.858
LUC7L3	SNRPD3	4449315	4432879	9606.ENSP00000425092	9606.ENSP00000215829	0	0	0	0	0.107	0.562	0.54	0.305	0.858
PRKACA	KCNQ1	4438521	4432663	9606.ENSP00000309591	9606.ENSP00000155840	0	0	0	0	0	0.32	0.8	0.044	0.858
MYC	FOXO3	4451407	4447277	9606.ENSP00000479618	9606.ENSP00000385824	0	0	0	0	0	0.442	0	0.757	0.858
BMP4	ACVR1C	4433931	4433853	9606.ENSP00000245451	9606.ENSP00000243349	0	0	0	0	0	0.685	0	0.568	0.858
SMAD1	ZFYVE9	4449368	4436740	9606.ENSP00000426568	9606.ENSP00000287727	0	0	0	0	0.062	0.732	0	0.482	0.858
KCNN3	CALM1	4451617	4441930	9606.ENSP00000481848	9606.ENSP00000349467	0	0	0	0	0	0.825	0	0.224	0.858
CKS2	CDK4	4444630	4434582	9606.ENSP00000364976	9606.ENSP00000257904	0	0	0	0	0.278	0.385	0.54	0.383	0.857
CDH1	CCNB1	4434944	4434484	9606.ENSP00000261769	9606.ENSP00000256442	0	0	0	0	0	0.532	0	0.707	0.857
KCNJ12	KCNQ3	4450719	4445817	9606.ENSP00000463778	9606.ENSP00000373648	0	0	0	0	0.076	0	0.8	0.291	0.857
CDC25C	CDC6	4439463	4432832	9606.ENSP00000321656	9606.ENSP00000209728	0	0	0	0	0.559	0.387	0	0.515	0.857
KCNN4	KCNQ1	4435156	4432663	9606.ENSP00000262888	9606.ENSP00000155840	0	0	0	0.562	0.09	0	0.8	0.59	0.857
TP53	MAPK12	4435880	4432867	9606.ENSP00000269305	9606.ENSP00000215659	0	0	0	0	0	0.079	0.8	0.289	0.857
SMAD5	ZFYVE9	4450016	4436740	9606.ENSP00000441954	9606.ENSP00000287727	0	0	0	0	0.062	0.732	0	0.477	0.857
DAPK1	TP53	4447310	4435880	9606.ENSP00000386135	9606.ENSP00000269305	0	0	0	0	0	0.472	0	0.738	0.856
ACTN2	MYOZ2	4450086	4438276	9606.ENSP00000443495	9606.ENSP00000306997	0	0	0	0	0.482	0.373	0	0.59	0.855
ILF3	CTNNBL1	4448304	4442597	9606.ENSP00000404121	9606.ENSP00000355050	0	0	0	0	0.855	0	0	0	0.855
GRIN2A	PRKACB	4446563	4443602	9606.ENSP00000379818	9606.ENSP00000359719	0	0	0	0	0.062	0.096	0.8	0.25	0.855
CAV3	HSP90AA1	4441200	4440643	9606.ENSP00000341940	9606.ENSP00000335153	0	0	0	0	0.061	0.057	0.8	0.28	0.855
PRKAA2	PRKAR2A	4443705	4435616	9606.ENSP00000360290	9606.ENSP00000265563	0	0	0	0	0.083	0.157	0.54	0.641	0.855
MYLK3	MYL4	4446322	4441686	9606.ENSP00000378288	9606.ENSP00000347055	0	0	0	0	0.111	0.185	0.6	0.559	0.855
SMAD3	NOTCH1	4440414	4436260	9606.ENSP00000332973	9606.ENSP00000277541	0	0	0	0	0.083	0.379	0	0.766	0.855
CREBBP	MYBL2	4435065	4432993	9606.ENSP00000262367	9606.ENSP00000217026	0	0	0	0	0.062	0.825	0	0.19	0.855
KCNH2	KCNJ2	4435024	4433856	9606.ENSP00000262186	9606.ENSP00000243457	0	0	0	0	0.061	0	0	0.851	0.854
FOXM1	TP53	4441245	4435880	9606.ENSP00000342307	9606.ENSP00000269305	0	0	0	0	0.087	0	0	0.846	0.854
CASP3	CCND1	4438651	4433391	9606.ENSP00000311032	9606.ENSP00000227507	0	0	0	0	0.061	0	0	0.851	0.854
VR1	ANK1	4450642	4435633	9606.ENSP00000461007	9606.ENSP00000265709	0	0	0	0	0	0	0	0.854	0.854
CDKN2A	MAPK12	4448997	4432867	9606.ENSP00000418915	9606.ENSP00000215659	0	0	0	0	0	0.185	0.8	0.179	0.854
EGF	MAPK1	4435570	4432880	9606.ENSP00000265171	9606.ENSP00000215832	0	0	0	0	0	0	0	0.854	0.854
CAMK2A	NOS3	4446806	4437409	9606.ENSP00000381412	9606.ENSP00000297494	0	0	0	0	0.053	0.294	0.8	0.043	0.854
ENSG00000196689	ANK1	4450625	4435633	9606.ENSP00000459962	9606.ENSP00000265709	0	0	0	0	0	0	0	0.854	0.854
ATP2B4	CALM3	4442031	4436903	9606.ENSP00000350310	9606.ENSP00000291295	0	0	0	0	0	0.769	0	0.39	0.853
SCN2A	HCN4	4444560	4434980	9606.ENSP00000364586	9606.ENSP00000261917	0	0	0	0	0.082	0.124	0.8	0.193	0.853
INS	CACNA1A	4446661	4442347	9606.ENSP00000380432	9606.ENSP00000353362	0	0	0	0	0	0	0.8	0.297	0.853
PGK1	PGK2	4444160	4438183	9606.ENSP00000362413	9606.ENSP00000305995	0	0	0.449	0.984	0	0.283	0.8	0.743	0.853
KCNN3	KCNMB1	4451617	4436150	9606.ENSP00000481848	9606.ENSP00000274629	0	0	0	0	0	0	0.8	0.298	0.853
MYC	AR	4451407	4444436	9606.ENSP00000479618	9606.ENSP00000363822	0	0	0	0	0	0	0	0.853	0.853
SNRPD2	RBM25	4441252	4434986	9606.ENSP00000342374	9606.ENSP00000261973	0	0	0	0	0.147	0.794	0	0.228	0.852
SCN4A	NAV1	4447923	4442855	9606.ENSP00000396320	9606.ENSP00000356265	0	0	0	0	0	0	0	0.852	0.852
SCN4A	SCN8A	4447923	4441631	9606.ENSP00000396320	9606.ENSP00000346534	0	0	0	0.969	0	0.773	0.36	0.839	0.852
HMMR	CDKN3	4446202	4440665	9606.ENSP00000377492	9606.ENSP00000335357	0	0	0	0	0.83	0	0	0.167	0.852
PRKAA2	PRKACB	4443705	4443602	9606.ENSP00000360290	9606.ENSP00000359719	0	0	0.323	0.744	0.103	0.1	0.8	0.373	0.852
PDPK1	IRS1	4441403	4438085	9606.ENSP00000344220	9606.ENSP00000304895	0	0	0	0	0	0.379	0	0.772	0.852
INS	SIRT1	4446661	4432849	9606.ENSP00000380432	9606.ENSP00000212015	0	0	0	0	0	0	0	0.851	0.852
NOS1	CACNA1D	4451263	4436764	9606.ENSP00000477999	9606.ENSP00000288139	0	0	0	0	0.086	0.092	0.8	0.213	0.852
SMAD9	ZFYVE9	4445278	4436740	9606.ENSP00000369154	9606.ENSP00000287727	0	0	0	0	0.062	0.732	0	0.459	0.852
SCN2B	TRPM4	4436324	4434258	9606.ENSP00000278947	9606.ENSP00000252826	0	0	0	0	0.061	0	0.72	0.479	0.851
KCNIP2	KCNA5	4449082	4434221	9606.ENSP00000420040	9606.ENSP00000252321	0	0	0	0	0.088	0.185	0	0.815	0.851
CDK1	BRCA2	4446389	4445332	9606.ENSP00000378699	9606.ENSP00000369497	0	0	0	0	0.232	0.36	0	0.721	0.851
JUN	SIRT1	4443699	4432849	9606.ENSP00000360266	9606.ENSP00000212015	0	0	0	0	0	0.472	0	0.729	0.851
CD44	MET	4448037	4439114	9606.ENSP00000398632	9606.ENSP00000317272	0	0	0	0	0.075	0.316	0	0.784	0.851
CD44	LCK	4448037	4440823	9606.ENSP00000398632	9606.ENSP00000337825	0	0	0	0	0	0.447	0	0.742	0.851
SCN3B	TRPM4	4446072	4434258	9606.ENSP00000376523	9606.ENSP00000252826	0	0	0	0	0	0	0.72	0.491	0.851
FOXM1	CDKN3	4441245	4440665	9606.ENSP00000342307	9606.ENSP00000335357	0	0	0	0	0.782	0.127	0	0.275	0.85
KCNA2	DLG4	4449656	4446924	9606.ENSP00000433109	9606.ENSP00000382428	0	0	0	0	0.151	0.517	0	0.664	0.85
RB1	RBL2	4435747	4435013	9606.ENSP00000267163	9606.ENSP00000262133	0	0	0	0.645	0.061	0	0.8	0.68	0.85
SNTB2	SGCA	4440852	4434991	9606.ENSP00000338191	9606.ENSP00000262018	0	0	0	0	0.061	0.166	0.72	0.397	0.85
PRKACB	PRKAA1	4443602	4441594	9606.ENSP00000359719	9606.ENSP00000346148	0	0	0.289	0.736	0.103	0.1	0.8	0.342	0.85
KCNMB3	KCNN4	4439278	4435156	9606.ENSP00000319370	9606.ENSP00000262888	0	0	0	0	0	0	0.8	0.282	0.85
RUNX2	TP53	4443746	4435880	9606.ENSP00000360493	9606.ENSP00000269305	0	0	0	0	0	0.379	0	0.767	0.849
TPM3	ACTB	4443118	4441991	9606.ENSP00000357516	9606.ENSP00000349960	0	0	0	0	0.326	0.599	0	0.487	0.849
PCNA	CCND2	4445167	4434845	9606.ENSP00000368458	9606.ENSP00000261254	0	0	0	0	0.063	0	0.8	0.26	0.849
RYR1	CALM2	4442273	4436014	9606.ENSP00000352608	9606.ENSP00000272298	0	0	0	0	0.061	0.796	0	0.276	0.849
VR1	PRKACA	4450642	4438521	9606.ENSP00000461007	9606.ENSP00000309591	0	0	0	0	0.061	0.262	0.8	0	0.849
FOXO3	PRKACB	4447277	4443602	9606.ENSP00000385824	9606.ENSP00000359719	0	0	0	0	0	0.269	0.8	0.052	0.849
MYC	CDC6	4451407	4432832	9606.ENSP00000479618	9606.ENSP00000209728	0	0	0	0	0.098	0.379	0	0.753	0.849
VR1	PRKACG	4450642	4444863	9606.ENSP00000461007	9606.ENSP00000366488	0	0	0	0	0.061	0.262	0.8	0	0.849
NKX2-5	TNNT2	4439951	4433670	9606.ENSP00000327758	9606.ENSP00000236918	0	0	0	0	0.08	0	0	0.842	0.849
RIMS1	RIMBP2	4449449	4434922	9606.ENSP00000428417	9606.ENSP00000261655	0	0	0	0	0.13	0.185	0	0.803	0.848
NKX2-5	GATA6	4439951	4435874	9606.ENSP00000327758	9606.ENSP00000269216	0	0	0	0	0.091	0.185	0	0.811	0.848
PGK2	ALDOC	4438183	4433361	9606.ENSP00000305995	9606.ENSP00000226253	0.135	0	0	0	0.177	0.45	0	0.657	0.848
CDKN3	CDC6	4440665	4432832	9606.ENSP00000335357	9606.ENSP00000209728	0	0	0	0	0.634	0.367	0	0.398	0.848
CTGF	SMAD3	4442998	4440414	9606.ENSP00000356954	9606.ENSP00000332973	0	0	0	0	0.065	0	0	0.844	0.848
SGCD	SNTG2	4440864	4438732	9606.ENSP00000338343	9606.ENSP00000311837	0	0	0	0	0.115	0	0.72	0.436	0.848
CUL1	CDT1	4439878	4437709	9606.ENSP00000326804	9606.ENSP00000301019	0	0	0	0	0.063	0.416	0	0.745	0.848
SCN5A	GJA1	4448544	4436500	9606.ENSP00000410257	9606.ENSP00000282561	0	0	0	0	0.061	0.112	0	0.832	0.848
MYLK3	MYLPF	4446322	4439746	9606.ENSP00000378288	9606.ENSP00000325239	0	0	0	0	0.063	0.185	0.6	0.562	0.848
STK11	TSC2	4439722	4433091	9606.ENSP00000324856	9606.ENSP00000219476	0	0	0	0	0	0.083	0	0.841	0.848
ROCK2	MAPK1	4439164	4432880	9606.ENSP00000317985	9606.ENSP00000215832	0	0	0	0.591	0.062	0.162	0.8	0.307	0.848
CACNA1S	CALM3	4442625	4436903	9606.ENSP00000355192	9606.ENSP00000291295	0	0	0	0	0.061	0.792	0	0.287	0.848
FOXO3	PRKACA	4447277	4438521	9606.ENSP00000385824	9606.ENSP00000309591	0	0	0	0	0	0.269	0.8	0	0.847
CDK1	DBF4	4446389	4435639	9606.ENSP00000378699	9606.ENSP00000265728	0	0	0	0	0.501	0.131	0	0.676	0.847
CACNA1E	CACNA1A	4442914	4442347	9606.ENSP00000356545	9606.ENSP00000353362	0	0	0	0.953	0.237	0	0.8	0.881	0.847
CDKN1C	PCNA	4448705	4445167	9606.ENSP00000413720	9606.ENSP00000368458	0	0	0	0	0.063	0.796	0	0.268	0.847
CALM1	CAV2	4441930	4433246	9606.ENSP00000349467	9606.ENSP00000222693	0	0	0	0	0	0	0.8	0.268	0.847
FOXO3	PRKACG	4447277	4444863	9606.ENSP00000385824	9606.ENSP00000366488	0	0	0	0	0	0.269	0.8	0	0.847
CACNA1E	RYR1	4442914	4442273	9606.ENSP00000356545	9606.ENSP00000352608	0	0	0	0	0.127	0.185	0.72	0.325	0.847
MYL3	MYLK3	4446468	4446322	9606.ENSP00000379210	9606.ENSP00000378288	0	0	0	0	0.111	0.185	0.6	0.536	0.847
CACNA1D	KCNMA1	4436764	4436684	9606.ENSP00000288139	9606.ENSP00000286628	0	0	0	0	0.097	0.148	0.6	0.563	0.847
AKT1	SMAD2	4450372	4435021	9606.ENSP00000451828	9606.ENSP00000262160	0	0	0	0	0.062	0.379	0	0.759	0.847
GAPDH	SIRT1	4433451	4432849	9606.ENSP00000229239	9606.ENSP00000212015	0	0	0	0	0	0.521	0	0.693	0.847
NOS1	CACNA1C	4451263	4435696	9606.ENSP00000477999	9606.ENSP00000266376	0	0	0	0	0.061	0.092	0.8	0.212	0.847
LYN	NEDD4	4449476	4449308	9606.ENSP00000428924	9606.ENSP00000424827	0	0	0	0	0	0.096	0.8	0.222	0.847
MYLK3	CALM1	4446322	4441930	9606.ENSP00000378288	9606.ENSP00000349467	0	0	0	0	0	0.262	0.6	0.521	0.846
PIK3CD	EGFR	4444876	4436186	9606.ENSP00000366563	9606.ENSP00000275493	0	0	0	0	0	0.08	0.8	0.234	0.846
MYC	CDH1	4451407	4434944	9606.ENSP00000479618	9606.ENSP00000261769	0	0	0	0	0	0.064	0	0.842	0.846
CACNA1F	RYR1	4444703	4442273	9606.ENSP00000365441	9606.ENSP00000352608	0	0	0	0	0.093	0.186	0.72	0.347	0.846
PRKACG	PRKAA2	4444863	4443705	9606.ENSP00000366488	9606.ENSP00000360290	0	0	0.371	0.782	0.103	0.1	0.8	0.28	0.846
HES5	HES1	4445056	4433557	9606.ENSP00000367714	9606.ENSP00000232424	0	0	0	0.785	0	0.159	0.8	0.598	0.846
KCNN3	KCNMB3	4451617	4439278	9606.ENSP00000481848	9606.ENSP00000319370	0	0	0	0	0	0	0.8	0.265	0.846
ADAM17	EGFR	4438549	4436186	9606.ENSP00000309968	9606.ENSP00000275493	0	0	0	0	0.061	0	0	0.842	0.846
CACNA1S	CALM1	4442625	4441930	9606.ENSP00000355192	9606.ENSP00000349467	0	0	0	0	0.061	0.792	0	0.27	0.845
DLG4	CALM2	4446924	4436014	9606.ENSP00000382428	9606.ENSP00000272298	0	0	0	0	0.061	0.769	0	0.343	0.845
DLG1	ADAM10	4441548	4434780	9606.ENSP00000345731	9606.ENSP00000260408	0	0	0	0	0.099	0.472	0	0.7	0.845
CACNA2D4	CACNA1A	4445715	4442347	9606.ENSP00000372169	9606.ENSP00000353362	0	0	0	0	0.087	0.284	0.36	0.673	0.845
SNRPF	RBM25	4435728	4434986	9606.ENSP00000266735	9606.ENSP00000261973	0	0	0	0	0.187	0.798	0	0.132	0.845
PRKACG	PRKAA1	4444863	4441594	9606.ENSP00000366488	9606.ENSP00000346148	0	0	0.348	0.773	0.103	0.1	0.8	0.263	0.845
FKBP1A	RYR2	4446979	4442696	9606.ENSP00000383003	9606.ENSP00000355533	0	0	0	0	0	0.545	0	0.672	0.844
CAMKK2	CALM2	4438818	4436014	9606.ENSP00000312741	9606.ENSP00000272298	0	0	0	0	0	0.733	0	0.44	0.844
MCM3	NUP62	4451546	4450981	9606.ENSP00000480987	9606.ENSP00000471191	0	0	0	0	0.225	0.807	0	0	0.844
NOTCH1	ERBB2	4436260	4435897	9606.ENSP00000277541	9606.ENSP00000269571	0	0	0	0	0	0.157	0	0.823	0.844
ACTG2	MYH8	4447434	4447104	9606.ENSP00000386857	9606.ENSP00000384330	0	0	0	0	0.066	0.365	0.54	0.495	0.844
EGF	CCND1	4435570	4433391	9606.ENSP00000265171	9606.ENSP00000227507	0	0	0	0	0	0	0	0.844	0.844
LUC7L3	SF3B1	4449315	4440663	9606.ENSP00000425092	9606.ENSP00000335321	0	0	0	0	0.364	0.314	0.54	0.313	0.844
PRKAA1	PRKACA	4441594	4438521	9606.ENSP00000346148	9606.ENSP00000309591	0	0	0.333	0.776	0.103	0.1	0.8	0.256	0.844
TPM4	ACTN4	4441502	4434247	9606.ENSP00000345230	9606.ENSP00000252699	0	0	0	0	0.27	0.499	0	0.607	0.844
BRCA1	CDK1	4448999	4446389	9606.ENSP00000418960	9606.ENSP00000378699	0	0	0	0	0.443	0.336	0	0.612	0.844
DAG1	SNTG2	4450046	4438732	9606.ENSP00000442600	9606.ENSP00000311837	0	0	0	0	0	0	0.72	0.469	0.844
CTGF	SMAD2	4442998	4435021	9606.ENSP00000356954	9606.ENSP00000262160	0	0	0	0	0	0	0	0.844	0.844
NUP98	CDH1	4439036	4434944	9606.ENSP00000316032	9606.ENSP00000261769	0	0	0	0	0	0	0	0.844	0.844
BMPR1B	ACVR1	4448203	4435284	9606.ENSP00000401907	9606.ENSP00000263640	0	0	0	0.929	0.061	0.185	0.8	0.9	0.844
INS	CACNA1E	4446661	4442914	9606.ENSP00000380432	9606.ENSP00000356545	0	0	0	0	0	0	0.8	0.251	0.843
RPL13A	MRPL1	4445957	4438965	9606.ENSP00000375730	9606.ENSP00000315017	0.16	0	0	0	0.511	0.556	0	0.24	0.843
CDC45	IFNAR1	4448376	4435926	9606.ENSP00000405726	9606.ENSP00000270139	0	0	0	0	0	0.843	0	0	0.843
TNNI2	ATP2A1	4445617	4441948	9606.ENSP00000371331	9606.ENSP00000349595	0	0	0	0	0.648	0.158	0	0.513	0.843
CDC7	IFNAR1	4447780	4435926	9606.ENSP00000393139	9606.ENSP00000270139	0	0	0	0	0	0.843	0	0	0.843
KCNE1L	KCNE3	4443880	4438602	9606.ENSP00000361173	9606.ENSP00000310557	0	0	0	0	0	0	0	0.843	0.843
SCN5A	GPD1L	4448544	4436498	9606.ENSP00000410257	9606.ENSP00000282541	0	0	0	0	0	0.379	0	0.758	0.843
HRAS	CCND1	4448459	4433391	9606.ENSP00000407586	9606.ENSP00000227507	0	0	0	0	0	0.078	0	0.836	0.843
IFNAR1	CDK6	4435926	4435642	9606.ENSP00000270139	9606.ENSP00000265734	0	0	0	0	0	0.843	0	0.046	0.843
PRKAA2	PRKACA	4443705	4438521	9606.ENSP00000360290	9606.ENSP00000309591	0	0	0.352	0.784	0.103	0.1	0.8	0.219	0.843
CCND1	MYBL2	4433391	4432993	9606.ENSP00000227507	9606.ENSP00000217026	0	0	0	0	0.088	0.472	0	0.699	0.843
PRKACB	CTNNB1	4443602	4441426	9606.ENSP00000359719	9606.ENSP00000344456	0	0	0	0	0.063	0	0.8	0.231	0.843
MRPS12	RPL13A	4447184	4445957	9606.ENSP00000384952	9606.ENSP00000375730	0.167	0	0	0	0.518	0.556	0	0.222	0.842
TP53	TSC2	4435880	4433091	9606.ENSP00000269305	9606.ENSP00000219476	0	0	0	0	0	0.299	0	0.785	0.842
CDK1	LMNA	4446389	4443076	9606.ENSP00000378699	9606.ENSP00000357283	0	0	0	0	0.094	0.379	0	0.742	0.842
SNRPD1	RBM25	4437667	4434986	9606.ENSP00000300413	9606.ENSP00000261973	0	0	0	0	0.108	0.781	0	0.259	0.842
SRF	MYOD1	4435591	4434114	9606.ENSP00000265354	9606.ENSP00000250003	0	0	0	0	0.063	0.384	0	0.748	0.842
ESR1	CTNNB1	4448358	4441426	9606.ENSP00000405330	9606.ENSP00000344456	0	0	0	0	0	0.409	0	0.743	0.842
NOS3	CALM2	4437409	4436014	9606.ENSP00000297494	9606.ENSP00000272298	0	0	0	0	0	0.794	0	0.267	0.842
KCNQ2	CALM1	4442208	4441930	9606.ENSP00000352035	9606.ENSP00000349467	0	0	0	0	0.143	0.804	0	0.133	0.842
KCNQ3	KCNJ2	4445817	4433856	9606.ENSP00000373648	9606.ENSP00000243457	0	0	0	0	0	0	0.8	0.247	0.842
KCNE2	KCNE4	4436854	4436449	9606.ENSP00000290310	9606.ENSP00000281830	0	0	0	0	0	0	0	0.842	0.842
SNTG2	SGCA	4438732	4434991	9606.ENSP00000311837	9606.ENSP00000262018	0	0	0	0	0.129	0	0.72	0.405	0.842
